id,favourites,retweets,created_at,text,is_quoted
674391968898785281,1786,756,2015-12-09 00:55:49,Hey! https://t.co/5qk8Fk2j6V,True
660601744011980800,2014,1660,2015-10-31 23:38:23,Troll! In the dungeons!,False
657655595013677056,1758,1272,2015-10-23 20:31:27,Harry. Potter. Eight. Is. Happening: https://t.co/9HuXV1A24P,False
651897758627069952,1665,897,2015-10-07 23:11:51,Twilight is being re-issued with Bella being a guy. Stephenie Meyer has resorted to plagiarizing herself.,False
648321587855400960,1357,747,2015-09-28 02:21:26,What does a #SuperBloodMoon mean for werewolves? #Moony,False
641775979082444801,1227,543,2015-09-10 00:51:31,@jk_rowling Muggles never listen https://t.co/at5koM4Wsq,True
641775490035023872,300,105,2015-09-10 00:49:35,*Ahem* http://t.co/GHTOpo3PPZ,False
638678065451823104,2946,1799,2015-09-01 11:41:31,James Sirius Potter left for Hogwarts today. #YouAreOld #GryffindorWithASlytherinEdge,False
638677802733191170,1969,1689,2015-09-01 11:40:28,Welcome #BacktoHogwarts,False
638069151135866881,2386,2179,2015-08-30 19:21:55,It's almost time to go back to Hogwarts.,False
627238193188990976,2189,1290,2015-07-31 22:03:33,Born as the seventh month dies....,False
624736026423115776,2821,2650,2015-07-25 00:20:50,#APositiveMessage: At least you're not Dolores Umbridge.,False
616773009085472768,2058,1180,2015-07-03 00:58:39,"Those aren't fireworks, America. #DarkMark",False
614497079625449472,5473,3898,2015-06-26 18:14:55,"You've made Dumbledore proud, America.",False
612730693081255936,4414,3257,2015-06-21 21:15:55,Your parents hid your Hogwarts letter because they were jealous.,False
606960132178755584,525,213,2015-06-05 23:05:46,Birthday Hugs. #HappyBirthdayDraco https://t.co/3RY70cRC4s,False
605561124675825664,270,110,2015-06-02 02:26:37,Newt has been found. http://t.co/Mm4uPJRmeQ,False
605543662118944768,1622,1027,2015-06-02 01:17:14,"What are the odds Kim Kardashian and Kanye West will name their new baby Eros so that it can be West,Eros during roll call?",False
603001459601473536,5317,3926,2015-05-26 00:55:25,You may make mistakes but at least you're not one of the twelve publishers that rejected Harry Potter.,False
602203780919205888,3829,2438,2015-05-23 20:05:44,Dumbledore can now get married in Ireland.,False
597912059997728768,424,256,2015-05-11 23:51:58,You will never unsee this. http://t.co/DYverfm61s,False
597869539498598400,69,8,2015-05-11 21:03:00,"Time for a Snake? RT @ToysRUs Introducing #LPS Fan-Favorite Pet! YOUR votes will decide next Toys""R""Us exclusive! https://t.co/ur8KRjWk3d …",False
597868913108635648,0,12,2015-05-11 21:00:31,"RT @ToysRUs: Fan of Littlest Pet Shop? Introducing #LPS Fan-Favorite Pet! YOUR votes will help decide next Toys""R""Us exclusive! https://t.c…",False
597486869975269376,496,169,2015-05-10 19:42:25,James Potter might be dating Luna Lovegood. Awkward. https://t.co/lgeKthaXiL,False
597425429780287489,797,929,2015-05-10 15:38:16,Monday is coming.,False
594489115376234496,717,235,2015-05-02 13:10:24,*AHEM* RT @jk_rowling .@Brieuc26Rankin I thought I might apologise for one death per anniversary.,False
594480351705210880,1851,1214,2015-05-02 12:35:35,"In order to make the monarchy seem more modern, the #RoyalBaby will be named Princess Elsa.",False
594479229061959680,2101,1347,2015-05-02 12:31:07,The #RoyalBaby was born on the 2nd of May? Are they going to name her Victoire? #17YearsBattleOfHogwarts,False
594260469050900480,2261,1408,2015-05-01 22:01:51,Why were the Weasleys even afraid of dementors? Gingers don't have souls.,False
589820632684175360,2343,2100,2015-04-19 15:59:31,I solemnly swear that I am up to no good.,False
586652791915028480,2320,1277,2015-04-10 22:11:39,#NationalSiblingsDay must be really stressful for the Weasleys,False
580879032146767873,3245,1920,2015-03-25 23:48:48,'Where is Zayn' is trending. This is why everyone needs a Marauder's Map.,False
580491885577396225,617,415,2015-03-24 22:10:25,Lord of Funk? https://t.co/c87v9zzMn8,False
579824825885167616,123,25,2015-03-23 01:59:45,@PatrickRothfuss It's good to be bad.,False
579824203672784896,1849,1656,2015-03-23 01:57:17,If you don't believe in magic then you'll never find it.,False
571475301777215488,2914,1567,2015-02-28 01:01:44,The dress is clearly green and silver.,False
570731470471491585,6126,4075,2015-02-25 23:46:00,Harry wasn't chosen for Ravenclaw because he tried to catch the Hogwarts letters from the air instead of taking one from the floor.,False
570729554383376385,162,35,2015-02-25 23:38:24,Believe in magic. #TRUTeleport @ToysRUs,False
569703999160627200,1666,1076,2015-02-23 03:43:12,"""Through their work they shared a piece of their soul... there will never be anyone like them."" -Meryl Streep. #Horcruxes #oscars2015",False
569676602776391680,3915,3090,2015-02-23 01:54:20,J.K Simmons just won an Oscar for playing a teacher who terrorizes his student. Severus Snape was robbed.,False
569674321121165312,4455,3495,2015-02-23 01:45:16,"Never forget that the Harry Potter franchise was nominated for 12 Academy Awards and won none. Ugh, Muggles.",False
569587691702001664,109,27,2015-02-22 20:01:02,A huge set up from Mr. Weasley's car. #HelloFuture  #BMWi3 http://t.co/jnZ4NnBwuk #sp,False
569273606125068289,2465,948,2015-02-21 23:12:58,"Happy Birthday, Alan Rickman. ""When I am 80 years old &amp; sitting in my rocking chair, I'll be reading Harry Potter.""",False
568107496528859136,296,98,2015-02-18 17:59:16,"When given the chance to choose a power, and world domination is not an option, always choose to apparate. #TRUTeleport @ToysRUs",False
568107134396833792,0,96,2015-02-18 17:57:50,RT @ToysRUs: YOU can help create the Transformers fan-built Combiner! Choose a power &amp; vote with the hashtag through 2/28. http://t.co/jyJD…,False
558437926376591360,2325,1082,2015-01-23 01:35:51,No hugs for you. @TomFelton,False
556904298270179328,1897,1248,2015-01-18 20:01:46,#IfICouldDoItOverAgain I'd make my eighth horcrux Carmen San Diego.,False
554468513034043393,791,430,2015-01-12 02:42:49,North Korea is currently tracking down all of Margaret Cho's passwords. #GoldenGlobes,False
550363929193775104,1525,1263,2014-12-31 18:52:40,It's no coincidence that everyone parties on Voldemort's birthday. Happy New Years Eve. http://t.co/uqQH7x8cRj,False
550361843110510594,1589,1091,2014-12-31 18:44:23,"People are tweeting ""Page 1 of 365."" This is the only time I support burning books.",False
549027501222408192,2885,1567,2014-12-28 02:22:11,#HarryPotterForever is trending. Time to make a horcrux.,False
546404774766448640,2580,2506,2014-12-20 20:40:24,The only one willing kiss you under the mistletoe is a dementor. Happy Holidays.,False
541730272258318336,439,263,2014-12-07 23:05:36,Draco Malfoy is looking rough. https://t.co/590bq2T3ni,False
541012408949833728,1208,983,2014-12-05 23:33:04,JK Rowling will release 12 brand new Harry Potter short stories. Why? Because she can. http://t.co/xhUuiwMB0v,False
538434740194660352,283,118,2014-11-28 20:50:20,Does part of #StarWarsEpisodeVII take place in the Forbidden Forest? #TheForceAwakens #UnicornBlood http://t.co/4FrkKZX6mm,False
538434026777112576,221,86,2014-11-28 20:47:30,"Move aside sword of Gryffindor, the dark side always has the best toys. http://t.co/3J88vnsty4",False
538078724630274048,3223,2433,2014-11-27 21:15:39,#Frozen was released a year ago today. Time to LET. IT. GO.,False
536566798859395072,228,134,2014-11-23 17:07:48,Something seems off here... http://t.co/wATBZq3zV4,False
534068593882066944,2055,1257,2014-11-16 19:40:49,#AwkwardMoments: When a Death Eater accidentally touches their Dark Mark in the shower.,False
530507641412648960,1004,729,2014-11-06 23:50:52,Star Wars 7: The Force Awakens? Did Vader have horcruxes?,False
529090657991016448,1822,982,2014-11-03 02:00:17,Crazed teens on twitter found #AlexfromTarget in about an hour. Where were you when Harry was looking for Horcruxes?,False
528357570990575616,2465,2240,2014-11-01 01:27:15,#ScaryStoriesIn5Words: Dolores Umbridge in a bikini.,False
528295728708599808,4105,2769,2014-10-31 21:21:31,"""RIP James and Lily Potter"" is trending. Well, this is awkward.",False
527963275984904192,2429,2246,2014-10-30 23:20:28,Tomorrow is Halloween... I solemnly swear that I am up to no good.,False
527643156196888576,2604,2007,2014-10-30 02:08:26,"Happy National Cat Day, McGonagall.",False
525762667764391937,799,300,2014-10-24 21:36:02,Trelawney probably used a Ouija Board.,False
525761952794955776,1889,1328,2014-10-24 21:33:12,Halloween costume idea: Dress normally and tell people you're 'a malfunctioning invisibility cloak.',False
523988143050334210,35,5,2014-10-20 00:04:43,@Marie_Lu Go for the Firebolt.,False
523973269385674752,233,75,2014-10-19 23:05:37,Not snakeskin. RT @rindzcee What kind of shoes would Voldemort wear? @Lord_Voldemort7,False
523954531655516160,60,7,2014-10-19 21:51:09,@TaherehMafi Accio!,False
523911711821414400,390,243,2014-10-19 19:01:00,"Ugh, #Hufflepuffs RT @maddienna Just saw a guy twerk on the door to get into Hogwarts",False
523903890375577600,2200,1947,2014-10-19 18:29:55,An obsession with Harry Potter? Don't be riddikulus.,False
523901078333440000,88,9,2014-10-19 18:18:45,Let me take a selfie. @OldNavy  #Selfiebration http://t.co/ked8QNV1OX #ad,False
523900089144991746,159,46,2014-10-19 18:14:49,Then he said to stop being nosy... http://t.co/tjt9I9CWnJ,False
522896907619028992,132,66,2014-10-16 23:48:32,#nosefilter http://t.co/VgosRCT6pQ,False
522542095245262848,133,55,2014-10-16 00:18:38,"Watch yourself, Badgers. RT @UWMadison @j_heino Absolutely. Quidditch final will still be on, however.",False
522536938612342784,200,118,2014-10-15 23:58:09,"I don't know if I should go with XX Pro or Valencia, I want to look tan. http://t.co/07ZX7SGTsu",False
522535670007336960,1204,740,2014-10-15 23:53:06,"""Are we out of the woods yet? Are we out of the woods yet? Are we out of the woods yet?"" -Umbridge",False
522533890318032896,229,130,2014-10-15 23:46:02,A smile is the window to the soul. I'll take seven. http://t.co/07ZX7SGTsu,False
522528597978804224,140,63,2014-10-15 23:25:00,Mudbloods. http://t.co/Qu0s4JLnXK,False
522465196724334592,79,22,2014-10-15 19:13:04,The Dark Lord approves. #LordsAreComing http://t.co/iChVSgbF16 #ad,False
522173412219703298,164,41,2014-10-14 23:53:37,Bad Moon Rising sounds like one of Lupin's nightmares. #LordsAreComing http://t.co/d2uuEIkV9p #ad,False
522157990351499264,1344,882,2014-10-14 22:52:20,It's amazing how many Hufflepuffs fail to realize that they are Hufflepuffs.,False
522154265192964096,1276,729,2014-10-14 22:37:32,"""Out of the Woods"" sounds like a song about the end of detention at Hogwarts.",False
519650178408521728,382,131,2014-10-08 00:47:11,wnhrwstgnoespateigrergadasistanamroli @jk_rowling,False
518417345283227648,764,538,2014-10-04 15:08:21,Today is Professor McGonagall's birthday... http://t.co/BNWMSsfaxp,False
516264094656376832,231,147,2014-09-28 16:32:06,"You're one step closer to having having an invisibility cloak, muggles: http://t.co/jnFABKieoi",False
513074795639226368,959,342,2014-09-19 21:18:58,"McGonagall approves, Scotland.",False
513054124342931456,71,14,2014-09-19 19:56:49,More exciting than Quidditch #GAME24  #NVIDIA http://t.co/LZYmjhquDl #ad,False
511699682956156928,3543,3240,2014-09-16 02:14:45,If Scotland decides to separate from England who gets Hogwarts in the divorce?,False
511695499263348737,895,724,2014-09-16 01:58:08,So this happened. http://t.co/SjZ6FZKxmH,False
510882009447944193,733,527,2014-09-13 20:05:37,"""When you're dreading something, &amp; would give anything to slow down time, it has a disobliging habit of speeding up""",False
506462708917895168,3161,4540,2014-09-01 15:24:54,The train to Hogwarts left without you.,False
506197327439474688,1017,642,2014-08-31 21:50:22,It's almost the first of September.,False
505773475584548865,3981,4066,2014-08-30 17:46:08,There is no excuse for people who have never read Harry Potter.,False
503726009884352513,2440,2590,2014-08-25 02:10:14,Dementors are afraid of Lorde.,False
503713899875934208,773,910,2014-08-25 01:22:06,Where's Kanye? #VMAs2014,False
503713687559884800,659,691,2014-08-25 01:21:16,Lorde Voldemort? http://t.co/djWbSL0Lt9,False
503709960782770177,3196,2761,2014-08-25 01:06:27,"My #Anaconda don't want none unless you got buns, hun. Seriously. He told me. I speak Parseltongue. #VMAs2014",False
503709443519832065,376,306,2014-08-25 01:04:24,Katy Perry might be taking polyjuice potion. #VMAs2014 http://t.co/f3HnjNMXOK,False
503656682971738112,593,354,2014-08-24 21:34:45,"Happy Birthday, Rupert Grint... http://t.co/jkB3cZhIwE",False
502592350821285889,119,87,2014-08-21 23:05:28,Fantastic Beasts: http://t.co/C1poQ68xWl,False
502226570337992704,818,923,2014-08-20 22:51:59,Ice Bucket Challenge... http://t.co/jNrlQYbT2P,False
501169017705725952,3303,3949,2014-08-18 00:49:39,Two weeks until it's time to go back to Hogwarts.,False
499299480278011904,78,13,2014-08-12 21:00:47,I'd want to be part of the LA Kiss as long as it didn't involve dementors. #4thandLoud http://t.co/LVqr1tBL1l #sp,False
498990943006384129,5146,3725,2014-08-12 00:34:46,"“Happiness can be found, even in the darkest of times, if one only remembers to turn on the light."" -JK Rowling #RIPRobinWilliams",False
498983757366693888,5450,4881,2014-08-12 00:06:13,"“You're only given a little spark of madness. You mustn't lose it.”
#RIPRobinWilliams",False
498906749865168896,73,11,2014-08-11 19:00:13,And I thought Quidditch was crazy. #4thandLoud http://t.co/7q6g1Jd7sG #sp,False
498182083487862784,96,9,2014-08-09 19:00:39,And I thought Quidditch was crazy. #4thandLoud http://t.co/qZuAMy3ygE #sp,False
498167990870102016,103,26,2014-08-09 18:04:39,JK Rowling publishes through Hachette. http://t.co/KfL3eSG0KQ,False
497173021690314752,1674,631,2014-08-07 00:11:00,Target has officially endorsed same-sex marriages. Dumbledore approves.,False
497117460139491328,91,25,2014-08-06 20:30:13,Football and rock-and-roll together is like flying a hippogriff to fight a Hungarian Horntail. #4thAndLoud http://t.co/S2Yz0A4WSL #sp,False
496803843540144129,504,349,2014-08-05 23:44:01,You know who. http://t.co/yBARv6wtLH,False
496740395858948096,151,51,2014-08-05 19:31:54,#IfIWasACop it would be good to be bad. RT if you agree. #LetsBeCops  #ad,False
496441230750785536,2600,2887,2014-08-04 23:43:07,Never trust anyone who says they don't read books.,False
496380538970595328,393,156,2014-08-04 19:41:57,#IfIWasACop everyone would be sent to Azkaban. What would you do? #LetsBeCops  #ad,False
494971779103076353,1383,1189,2014-07-31 22:24:02,#HappyBirthdayJKRowling,False
494969029178957824,2681,1754,2014-07-31 22:13:07,It's July 31st. For some reason that date seems familiar....,False
492085116798521344,3041,1830,2014-07-23 23:13:29,Today is Daniel Radcliffe's birthday. I can't stand that guy. There's just something about him...,False
489226902159126528,52,7,2014-07-16 01:55:57,"@taherehmafi Of course, it's to die for.",False
489218499328221184,49,12,2014-07-16 01:22:34,@TaherehMafi That's a killer outfit...,False
489166383733682176,2132,1905,2014-07-15 21:55:28,"The final Harry Potter film, Harry Potter and the Deathly Hallows: Part 2, released 3 years ago.",False
485857904864804864,377,157,2014-07-06 18:48:45,No Dark Mark? http://t.co/bsBOk1FTOS,False
485836389310013440,723,147,2014-07-06 17:23:16,Queen of the Tearling by Erika Johansen. The Hunger games meets Game of Thrones... with Magic. Pick it up.,False
485447695797342208,2452,1860,2014-07-05 15:38:44,"You thought they were fireworks, America, but really another tribute is dead.",False
482958486725492736,356,326,2014-06-28 18:47:30,#BRAvsCHI http://t.co/dnF9FO13Bh,False
481199234340122624,66,21,2014-06-23 22:16:52,Only one day left: http://t.co/PYxNeSbM44,False
480392364998291456,46,8,2014-06-21 16:50:39,@TaherehMafi @whittynovels Worked for Lockhart.,False
478688335591116800,2073,2017,2014-06-16 23:59:27,What is the point of a sport if it's not played on broomsticks? #WorldCup,False
478658404865433600,599,404,2014-06-16 22:00:31,I think the U.S.A will win but Ghana will get the snitch. #IE http://t.co/n02vcGn1mK #ad,False
477925133550899201,756,719,2014-06-14 21:26:45,Wrong world cup... http://t.co/Nn8szqDlMg,False
477921434158006272,1501,1216,2014-06-14 21:12:03,England is playing in the World Cup today? Let's see if they manage to get the snitch this time.,False
475076895470391297,576,236,2014-06-07 00:48:53,Florean Fortescue's... http://t.co/lzhFqzkt7K,False
475076351742214144,282,118,2014-06-07 00:46:43,Weasley's Wizard Wheezes... http://t.co/wc93dR6jvC,False
474688305251225600,680,442,2014-06-05 23:04:45,"Happy Birthday, Draco Malfoy... http://t.co/dgHZPk7g2O",False
474685829743648768,1447,948,2014-06-05 22:54:55,"Happy Birthday to Draco Malfoy. Or, as he should be known: ""The Amazing Bouncing Ferret.""",False
474664765680517120,269,171,2014-06-05 21:31:13,The Fault in Our Star... Wars? #TheFaultInOurStars http://t.co/vvfTQE1xw4 #ad,False
474615509439090688,62,16,2014-06-05 18:15:30,#BingRewards searches for anything.... including horcruxes.  http://t.co/rxl8ZpiNPB #ad,False
474267490243969024,337,246,2014-06-04 19:12:35,Okay? Not Okay. #TheFaultInOurStars http://t.co/WPt8EKAcKh #ad,False
473629791535771648,207,134,2014-06-03 00:58:36,Support authors like JK Rowling. Stop buying books off Amazon: http://t.co/ITz4t0ckoN,False
470966276228399104,2195,1732,2014-05-26 16:34:45,"Today is Helena Bonham Carter's birthday. Happy Birthday, Bellatrix.",False
470379032664473600,105,24,2014-05-25 01:41:15,Is Jessica Chastain related to the Weasleys? #Cannes2014 #Cinemoi @CinemoiNA   http://t.co/ITXTuVVltX http://t.co/S5FNp90HcJ #ad,False
470007688173481985,130,74,2014-05-24 01:05:40,Amazon vs. JK Rowling? http://t.co/PIzev9aH08,False
469994160473530368,2806,3229,2014-05-24 00:11:54,There are two types of people in this world: people you can trust to help hide a body and people who are the body.,False
468878351026106371,737,716,2014-05-20 22:18:04,#LordeVoldemort Let me be your ruler.... http://t.co/e3X9Hq9qw3,False
468828602088185857,133,44,2014-05-20 19:00:23,"If you can't be a wizard, being a pirate is the next best thing. Try #ACPirateRace http://t.co/daUmQec9ed #ad",False
468544317834145792,1285,1035,2014-05-20 00:10:45,Never forget that Harry Potter got an invisibility cloak and chose to go to the library.  http://t.co/NZFgdJZ94m,False
468534126966890496,40,11,2014-05-19 23:30:15,Do you have the 'magic' touch? #ACPirateRace is designed from the ground-up for the modern touch browser. http://t.co/oFh0xKGv8N #ad,False
468195204097269760,309,266,2014-05-19 01:03:29,Trying to figure out if Lorde killed an ostrich for her outfit or she's an animagus... https://t.co/lEDfopwPzh,False
468083310108102658,3665,4457,2014-05-18 17:38:52,YOLO... unless you have horcruxes.,False
466354672048283648,157,98,2014-05-13 23:09:52,When Wingardium Leviosa goes wrong? http://t.co/R6pCItZCzC,False
465903827678265345,128,38,2014-05-12 17:18:23,How Muggles do Transfiguration? http://t.co/R2I0oah731,False
464596615844864002,4736,6559,2014-05-09 02:43:59,Manziel was finally sorted into Hufflepuff.,False
464596163128475648,906,597,2014-05-09 02:42:11,The final Game of Thrones book will be published. #BeforeManzielGetsDrafted,False
463051512621858817,144,63,2014-05-04 20:24:18,Only a few hours left to get your letter from Hogwarts... http://t.co/YQW7CXGMZq,False
462341779472515072,431,79,2014-05-02 21:24:04,"Proceed to the Hogwarts library and/or nearest bookstore and read ""Fire and Flood"" by Victoria Scott.",False
460188743270674432,1113,659,2014-04-26 22:48:40,George Clooney is engaged. Does this mean his boggart is no longer an engagement ring?,False
459173301550866432,11,3,2014-04-24 03:33:40,@kierstenwhite @TaherehMafi Girl on Fire?,False
459173082398474241,42,9,2014-04-24 03:32:48,"@TaherehMafi @kierstenwhite I don't have any Illusions of Fate, that would Destroy Me.",False
459170592449896448,32,10,2014-04-24 03:22:54,"@TaherehMafi @kierstenwhite Don't fall to pieces over this, that's my thing. (7 to be specific... or 8? Bit hazy on the details).",False
459167930752974848,186,74,2014-04-24 03:12:20,@TaherehMafi @kierstenwhite You better not be playing Mind Games. If you are it would Shatter Me.,False
459163656170000385,36,24,2014-04-24 02:55:21,@kierstenwhite @TaherehMafi Definitely a bit Slytherin. Divergent?,False
459161683148439553,29,10,2014-04-24 02:47:30,@kierstenwhite @TaherehMafi McGonagall begs to differ.,False
459102703197888512,799,499,2014-04-23 22:53:08,Chris Brown is staying in jail until June? Azkaban! Azkaban!,False
457876417909641216,3678,4351,2014-04-20 13:40:19,"Happy Easter. If you find a giant, golden egg then it turns out you're a Triwizard Champion.",False
457691979447799808,1691,1295,2014-04-20 01:27:26,"""Jesus is alive"" is trending. HORCRUXES?",False
457687770362691584,80,16,2014-04-20 01:10:42,Who needs a remembrall when you have this? #Coachella  #OneDrive http://t.co/m5BKN2ZS9z #ad,False
457283605082157056,702,607,2014-04-18 22:24:42,Fridays are magical.,False
456929928869851136,1450,1549,2014-04-17 22:59:19,We're all stories in the end.,False
456138407874265088,135,44,2014-04-15 18:34:05,"Its colder than a room full of dementors in #Fargo. #AwJeez"" AwJeez  #Fargo http://t.co/dq4zTsxc0J #ad",False
456110178652684288,1827,1265,2014-04-15 16:41:55,"Happy Birthday, Emma Watson. Stop trying to be me. http://t.co/IAtotrdrdN",False
455880378893762560,1627,1315,2014-04-15 01:28:46,Muggle Moments: Misspelling a word so badly that spell check has no suggestions on how to correct it.,False
455511641338445824,1506,1213,2014-04-14 01:03:32,I hope a dementor comes out and wins Best Kiss. #MTVMovieAwards,False
455097262302298112,2076,2611,2014-04-12 21:36:57,Breaking News: You're still a Muggle.,False
454396385446875136,2654,1943,2014-04-10 23:11:55,#NationalSiblingsDay must be very busy for the Weasleys.,False
453724089224818688,1793,1752,2014-04-09 02:40:27,But could #UCONN beat Gryffindor at quidditch?,False
453324552987488256,89,25,2014-04-08 00:12:50,100% http://t.co/p34ISo0DUX,False
451880299195285505,2408,1831,2014-04-04 00:33:53,"You don't ""play"" with magic. @katyperry",False
451528775935995904,1511,2138,2014-04-03 01:17:03,Sarcasm is a way of life.,False
451433953497337856,77,30,2014-04-02 19:00:16,This is when you need a basilisk for protection. #TheQuietOnes http://t.co/EFksqF2QJ6 #ad,False
451174315179130880,1525,1192,2014-04-02 01:48:33,"The only way that the ""How I Met Your Mother"" finale could have been more awkward was if it was told from Snape's POV.",False
451071567456260096,128,42,2014-04-01 19:00:16,Never trust the quiet ones. #TheQuietOnes http://t.co/OBW5N2Ph2e #sp,False
450761974700601344,1871,3125,2014-03-31 22:30:04,"Tomorrow is April Fools' Day. No need to pull a prank, YOU are the joke.",False
450308964010692608,850,1064,2014-03-30 16:29:58,JK Rowing is planning a new trilogy: http://t.co/KIJlPjQhpF,False
450111110868250624,87,22,2014-03-30 03:23:46,#IfIFoundAnAlien it would definitely be a Slytherin.  #EarthToEcho http://t.co/XEsJdneEpp #sp,False
450092175179927552,1026,597,2014-03-30 02:08:31,Same-sex marriage is now legal in the UK... http://t.co/wKVdm6zv66,False
450085765272576000,2456,4211,2014-03-30 01:43:03,"Ugh, muggles.",False
450071964208472065,82,19,2014-03-30 00:48:12,Aliens are the new wizards. #EarthToEcho  #KCA http://t.co/AvPzDvNxJ0 #sp,False
450064245716033536,141,42,2014-03-30 00:17:32,#IfIFoundAnAlien I would name it Nagini.  #EarthToEcho    #KCA http://t.co/8QU6Dd9Zbp #sp,False
449321738929967105,967,373,2014-03-27 23:07:05,Emma Watson is going to be in a film about Noah? So she'll have been in both Harry Potter and Lord of the Rains?,False
448983787578613760,1021,1099,2014-03-27 00:44:11,Nice people make me uncomfortable.,False
447800890905600001,1991,2222,2014-03-23 18:23:46,Your face could petrify a basilisk.,False
447104985122492416,290,116,2014-03-21 20:18:29,Did you know about this?? http://t.co/uzRIhe5zq6 RT @EmWatson Ask away! #noah,False
447069676255068161,809,792,2014-03-21 17:58:11,Kim &amp; Kanye are on the cover of Vogue. Anna Wintour has clearly been confunded.,False
447067468859981824,461,240,2014-03-21 17:49:25,"Confirm you're the Slytherin. RT @jk_rowling My family comprises 2 Hufflepuffs, 2 Gryffindors and 1 Slytherin.",False
447067095755685889,576,523,2014-03-21 17:47:56,"#TeamSlytherin RT @jk_rowling Happy pride day to all Slytherins, you devious little serpents, you.",False
446807738908418048,101,72,2014-03-21 00:37:20,Hmmm http://t.co/szd23gMtEB,False
446800475711877120,634,461,2014-03-21 00:08:29,"#TwitterisblockedinTurkey is trending. Ugh, Muggles.",False
